id_str,created_at,text
619137627619504128,Thu Jul 09 13:34:48 +0000 2015,"""@SharNeal @ericbolling @TheFive  a lot of us support Trump because of his support to stop illegals from killing anyone else"""
619139139733209089,Thu Jul 09 13:40:48 +0000 2015,"""@rbern11162  @SharNeal  Donald Trump , keep it up you only get flack when you are close to the target, I support you completely"""
619183330253250561,Thu Jul 09 16:36:24 +0000 2015,Watched chief negotiator for Iran on @charlierose last night. He is far smarter than our reps—increase sanctions and walk!
619185644905078785,Thu Jul 09 16:45:36 +0000 2015,Via @EWErickson: “Stop Complaining About Donald Trump” http://t.co/CWx8gA5DTz
619186684748558341,Thu Jul 09 16:49:44 +0000 2015,"""@customwww @Clare_OC @Forbes  Again ..not news.. news is.. he leads NC &amp; will have NH on next true poll.. stop attacking the truth."""
619191996142501888,Thu Jul 09 17:10:50 +0000 2015,Dummy writer @Clare_OC from failing @Forbes magazine works so hard to make such trivial license deals look important…
619192063687569412,Thu Jul 09 17:11:06 +0000 2015,"Dummy @Clare_OC from failing @Forbes magazine: NASCAR deal was 1 nite ballroom, ESPN was small golf outing..."
619192203953479680,Thu Jul 09 17:11:40 +0000 2015,Dummy @Clare_OC @Forbes: Tiny fragrance deal with Parlux means nothing. Still sold at Trump Tower...
619192336707395584,Thu Jul 09 17:12:11 +0000 2015,Why does a failed magazine like @Forbes constantly seek out trivial nonsense? Their circulation way down. @Clare_OC
619195073658515457,Thu Jul 09 17:23:04 +0000 2015,"""@rdbrewer4 Trump: Keep throwing those giant hand grenades into the amnesty debate.  You're pissing off all the right people in the GOP."""
619201586695417858,Thu Jul 09 17:48:57 +0000 2015,"“@limbaugh: 'Trump Has Changed the Entire Debate on Immigration'”
  http://t.co/894aXjRXDn via @Newsmax_Media by Jason Devaney"
619208998793949185,Thu Jul 09 18:18:24 +0000 2015,Via “TRUMP: HILLARY PRESIDENCY WILL CAUSE ‘CRIME WAVE LIKE YOU’VE NEVER SEEN’” http://t.co/cTnLLwl1z4 via @BreitbartNews
619210340639899648,Thu Jul 09 18:23:44 +0000 2015,"""@ErinEdwards001 @realDonaldTrump thank you for telling it how it is, no one else will address these issues. You have my vote."""
619212651948830721,Thu Jul 09 18:32:55 +0000 2015,“TRUMP BATTLES THE NEW TOTALITARIANS: GOP elites join with leftists at Media Matters in targeting threat to both” http://t.co/Vd9FaOVcjr
619214585158070272,Thu Jul 09 18:40:36 +0000 2015,Thanks. https://t.co/ewjfWYic4c
619215137434640384,Thu Jul 09 18:42:47 +0000 2015,"""@tommyz63 @Reince let Trump speak. He is only saying what the rest of us, including you, already know #Illegals are a huge problem!"""
619215839531769856,Thu Jul 09 18:45:35 +0000 2015,"True, thanks.  https://t.co/k0IxFL6NxK"
619218062995230720,Thu Jul 09 18:54:25 +0000 2015,The elites want Common Core so they can take education out of parental control. NO! Let's Make America Great Again! https://t.co/u25yI5T7E8
619220020766330880,Thu Jul 09 19:02:12 +0000 2015,Obama and Republicans are hollowing out our military. Now want to cut troop levels. Lowest level in over 20 years.
619250103413571584,Thu Jul 09 21:01:44 +0000 2015,"Via @BreitbartNews by Katie McHugh:""POLL: DONALD TRUMP LEADS THE PACK AS GOP FRONTRUNNER"" http://t.co/QHP8CZpM5q"
619253372428791808,Thu Jul 09 21:14:43 +0000 2015,"""EXCLUSIVE — DONALD TRUMP ON THE GOP PRIMARY: ‘IF I WIN, I WILL BEAT HILLARY’"" http://t.co/wlz13nYels via @BreitbartNews by Katie McHugh"
619257185076445184,Thu Jul 09 21:29:52 +0000 2015,"Via @CNNPolitics by @JDiamond1: “Trump: RNC call was 'congratulatory'”
http://t.co/9ZhIKiBqw5"
619264618825969664,Thu Jul 09 21:59:25 +0000 2015,I'm on @CNN's @AC360 tonight @8pm &amp; @FoxNews' @seanhannity @ 10PM discussing immigration and lots of other things.#LetsMakeAmericaGreatAgain
619323936308875264,Fri Jul 10 01:55:07 +0000 2015,"BREAKING - Border security rally in Phoenix, AZ at 2PM MST has been moved to @PhoenixConvCtr! Build a wall! Let's Make America Great Again!"
619438897341333504,Fri Jul 10 09:31:56 +0000 2015,"Via @trscoop: ""WHOA: Trump changing venues for Saturday rally in Arizona due to OVERWHELMING RESPONSE"" http://t.co/nryPS8aPxA"
619497692293541889,Fri Jul 10 13:25:34 +0000 2015,Iran continues to delay the nuclear deal while doing many bad things behind our backs. Time to WALK and double the sanctions. Stop payments!
619507570584219648,Fri Jul 10 14:04:49 +0000 2015,"""@kpmck63 Stay the course Mr. Trump! It's easier for others to attack you because you are saying the things that they won't. #Truth"""
619518594309865472,Fri Jul 10 14:48:37 +0000 2015,"""@alarae37 @realDonaldTrump keep speaking truth!! There are many of us who want America great again! Thank you!"""
619519322332000256,Fri Jul 10 14:51:31 +0000 2015,Jeb Bush just announced he raised over $100M. Everyone of those people who contributed are getting something to the detriment of America!
619536394575314944,Fri Jul 10 15:59:21 +0000 2015,I want to #MakeAmericaGreatAgain https://t.co/sRePS1nvIq
619555417211969536,Fri Jul 10 17:14:56 +0000 2015,Via @nypost by @GeoffEarle: “Polls show ‘President Trump’ may not be so far-fetched” http://t.co/C3v63rb9pD
619572191047360512,Fri Jul 10 18:21:36 +0000 2015,"Laura--Massive crowd, had to move to Phoenix Convention Center. https://t.co/76fQCecDBd"
619589152091303936,Fri Jul 10 19:28:59 +0000 2015,"""@Mitestarossa Please follow @realDonaldTrump ...We already know what all the other politicians will do. #Trump2016  #MakeAmericaGreatAgain"""
619646907468632064,Fri Jul 10 23:18:29 +0000 2015,http://t.co/PtViAyrO4A
619654744471117824,Fri Jul 10 23:49:38 +0000 2015,Our biggest problems are solved by growth. We need a President who is a job creator. Let’s Make America Great Again! https://t.co/u25yI5T7E8
619684281833639937,Sat Jul 11 01:47:00 +0000 2015,"Standing with Jamiel Shaw, Sabine Durdin, Don Rosenberg, Lupe Moreno, Brenda Sparks, Robin Hvidston &amp; their spouses. http://t.co/X67CF765jQ"
619733816618291204,Sat Jul 11 05:03:50 +0000 2015,"Look forward to being in Phoenix tomorrow at 2:00 P.M. Hottest ticket in entire country. Was supposed to be 500 people, now many thousands!"
619734914750025729,Sat Jul 11 05:08:12 +0000 2015,I love that thousands of people are boycotting @Macys and cutting up credit cards. No guts no glory. This really backfired - love it!
619783568177393664,Sat Jul 11 08:21:32 +0000 2015,A strong military will stop wars. Peace through Strength! Let’s Make America Great Again! https://t.co/u25yI5T7E8
619783695982043136,Sat Jul 11 08:22:02 +0000 2015,Via @CBNNews by @TheBrodyFile: “Donald Trump To Brody File in 2011: People Send Me Bibles” http://t.co/5QWk3GgBiB
619784061339439104,Sat Jul 11 08:23:29 +0000 2015,The Republicans who want to cut SS &amp; Medicaid are wrong. A robust economy will Make America Great Again! https://t.co/u25yI5T7E8
619833008162406400,Sat Jul 11 11:37:59 +0000 2015,"""@hamishjoy: There's no republican field at all. When the @realDonaldTrump is in play, the others all kinda fade away. Trump2016"
619833208729829376,Sat Jul 11 11:38:47 +0000 2015,"""@mcgranejt: @realDonaldTrump @krauthammer @ChuckLane1 both fools &amp; out of touch with reality! We need Trump. #MakeAmericaGreatAgain"""
619834683069632512,Sat Jul 11 11:44:39 +0000 2015,Has anyone seen the financials of @Univision. They are doing really badly. Too much debt and not enough viewers. Need money fast. Funny!
619835174369398789,Sat Jul 11 11:46:36 +0000 2015,Boycott @Macys and @Univision. MAKE AMERICA GREAT AGAIN!
619835937611120640,Sat Jul 11 11:49:38 +0000 2015,"""@TheVotingVenue: @realDonaldTrump when Fox News tries to push Jeb on their viewers, remind them of this article: http://t.co/x1RqZcMn6q"""
619836327006081026,Sat Jul 11 11:51:11 +0000 2015,"""@DannyBo4455:  @hamishjoy Mr Trump I have never been so excited to vote for somebody in my life .I'm literally hanging on your every word"""
619836625074302976,Sat Jul 11 11:52:22 +0000 2015,"""@WayneDupreeShow: Aren't U angry how the media has turned DonaldTrump SLAM against ""illegal immigration"" into him hating ""all immigrants"
619837054755606528,Sat Jul 11 11:54:04 +0000 2015,"""@Pg1493: @realDonaldTrump I love what you want to do with this country!!"""
619837179586457600,Sat Jul 11 11:54:34 +0000 2015,"""@DannyBo4455:  @mcgranejt @krauthammer @ChuckLane1 The establishment Republicans and the Democrats are absolutely 100% terrified of you !!"""
619837318199795712,Sat Jul 11 11:55:07 +0000 2015,"""@frank_lemoine: @realDonaldTrump The competition tries to fake it till they make it. Trump the REAL deal!"""
619837474492125185,Sat Jul 11 11:55:44 +0000 2015,"""@PHATWHODAT: @realDonaldTrump Trump 2016 yard signs. Where can we get them?""  Everywhere!"
619837646261518336,Sat Jul 11 11:56:25 +0000 2015,"""@gump6363: I always said I will not vote until I truly believe in a good leader, you sir will get my vote! #MakeAmericaGreatAgain"""
619881244482863105,Sat Jul 11 14:49:40 +0000 2015,Getting ready to go to Las Vegas (Freedom Fest) - great crowd. Then on to amazing Phoenix - that will be a total happening! Love America.
619881532849688576,Sat Jul 11 14:50:48 +0000 2015,"""@Eugene_Scott: ""I want people to come into the country. Let it be legal,"" @RealDonaldTrump http://t.co/NfTFsp1zBn via @CNNPolitics"""
619908415486361600,Sat Jul 11 16:37:38 +0000 2015,"Via @CNNPolitics by @mj_lee: ""Father of murder victim to introduce Trump in Phoenix"" http://t.co/JZuIg1cmEB"
619911148775809024,Sat Jul 11 16:48:29 +0000 2015,"Today I will be rallying with with 15,000 patriots in Arizona for border security! Let's Make America Great Again! https://t.co/u25yI5T7E8"
619912867148615680,Sat Jul 11 16:55:19 +0000 2015,Today I am standing with patriots in Arizona for border security! Build a wall! Let's Make America Great Again! https://t.co/Ve6IxqXqfb
619944326118920192,Sat Jul 11 19:00:20 +0000 2015,"Great @ANHQDC segment with @CharlesHurt: ""Breaking Down the Trump Factor"" http://t.co/PIo4YHPJlP Let's Make America Great Again!"
619945962572787712,Sat Jul 11 19:06:50 +0000 2015,Legal immigrants want border security. It is common sense. We must build a wall! Let's Make America Great Again! http://t.co/I5CybmR0MF
620034067644481536,Sun Jul 12 00:56:56 +0000 2015,I will not be able to attend the Miss USA pageant tomorrow night because I am campaigning in Phoenix. Wishing all well!
620075915477942272,Sun Jul 12 03:43:13 +0000 2015,"Via @BreitbartNews by @AWRHawkins: ""TRUMP PREACHES PEACE THROUGH STRENGTH IN PHOENIX"" http://t.co/HCu2T8TFP2"
620220652189040640,Sun Jul 12 13:18:21 +0000 2015,"Convention Center officials in Phoenix don't want to admit that they broke the fire code by allowing 12-15,000 people in 4,000 code room."
620221421755736064,Sun Jul 12 13:21:24 +0000 2015,"Phoenix Convention Center officials did not want to have thousands of people standing outside in the heat, so they let them in. A GREAT day!"
620337666912059392,Sun Jul 12 21:03:19 +0000 2015,Mexico's biggest drug lord escapes from jail. Unbelievable corruption and USA is paying the price.  I told you so!
620339062055010304,Sun Jul 12 21:08:52 +0000 2015,Sleep eyes @ChuckTodd is killing Meet The Press. Isn't he pathetic? Love watching him fail!
620388576765870081,Mon Jul 13 00:25:37 +0000 2015,"Can you envision Jeb Bush or Hillary Clinton negotiating with 'El Chapo', the Mexican drug lord who escaped from prison? ...."
620389447977320448,Mon Jul 13 00:29:05 +0000 2015,"...Trump, however, would kick his ass!"
620391296251916288,Mon Jul 13 00:36:25 +0000 2015,I hear that sleepy eyes @chucktodd will be fired like a dog from ratings starved Meet The Press? I can't imagine what is taking so long!
620414942450200576,Mon Jul 13 02:10:23 +0000 2015,"Now that the Mexican drug lord escaped from prison, everyone is saying that most of the cocaine etc. coming into the U.S. comes over border!"
620415905672118272,Mon Jul 13 02:14:13 +0000 2015,.....but that's what I've been saying. Very unfair treatment by the media!
620443960020963328,Mon Jul 13 04:05:42 +0000 2015,"The U.S. will invite El Chapo, the Mexican drug lord who just escaped prison, to become a U.S. citizen because our ""leaders"" can't say no!"
620545104525307904,Mon Jul 13 10:47:36 +0000 2015,"El Chapo and the Mexican drug cartels use the border unimpeded like it was a  vacuum cleaner, sucking drugs and death right into the U.S."
620546522556534784,Mon Jul 13 10:53:14 +0000 2015,"....likewise, billions of dollars gets brought into Mexico    through the border. We get the killers, drugs &amp; crime, they get the money!"
620548053045542913,Mon Jul 13 10:59:19 +0000 2015,"When will people, and the media, start to apologize to me for my statement, ""Mexico is sending...."", which turned out to be true?  El Chapo"
620622673522114561,Mon Jul 13 15:55:50 +0000 2015,"""@bdean1468 @jlangdale @realDonaldTrump @HillaryClinton @CNN SAY IT LOUD &amp; SAY IT PROUD - - WE WANT TRUMP!!!!!!"""
620627249394491392,Mon Jul 13 16:14:01 +0000 2015,"Isn’t it interesting that now that I’m #1 in the polls, the networks show polls that are a month old!"
620627311579275264,Mon Jul 13 16:14:16 +0000 2015,.@McLaughlinGroup Greatly appreciate yr wonderful comments this weekend. People of “great accomplishment” should easily quality for prez.
620628919071473664,Mon Jul 13 16:20:39 +0000 2015,The joke around town is that I freed El Chapo from the Mexican prison because the timing was so good w/ my statements on border security.
620629175897096193,Mon Jul 13 16:21:40 +0000 2015,Mexico’s totally corrupt gov’t looks horrible with El Chapo’s escape—totally corrupt. U.S. paid them $3 billion.
620629766140469249,Mon Jul 13 16:24:01 +0000 2015,El Chapo comes to the U.S. often thru our border—it's been revealed he has CA drivers license. http://t.co/E7UA3eyP5O
620639851864543232,Mon Jul 13 17:04:06 +0000 2015,Have some fun with this- https://t.co/J59RW8tqQX
620667683898556416,Mon Jul 13 18:54:41 +0000 2015,"Rush Limbaugh: ""Trump Has Changed the Entire Debate on Immigration"" http://t.co/894aXjRXDn"
620669070980083713,Mon Jul 13 19:00:12 +0000 2015,"""@SaintPetersblog Part of me really, really likes @realDonaldTrump. The man is breathtakingly honest. Have to give him credit."""
620672963499675648,Mon Jul 13 19:15:40 +0000 2015,I absolutely support Kate’s Law—in honor of the beautiful Kate Steinle who was gunned down in SF by an illegal immigrant.
620673787265175552,Mon Jul 13 19:18:57 +0000 2015,Very nice - @HuffingtonPost @pollsterpolls has me in first place at 18% and Bush second at 14% http://t.co/IXCbCtDUIp
620703480995557376,Mon Jul 13 21:16:56 +0000 2015,I am so happy that people are boycotting Macy's http://t.co/qtmaEbeVy8
620811893863747584,Tue Jul 14 04:27:44 +0000 2015,"""@greta: Huffington Post has @realDonaldTrump in first place in the polls http://t.co/wAEAsWY5u8"""
620914052374659072,Tue Jul 14 11:13:40 +0000 2015,"Let Pete Rose into the Baseball Hall of Fame. It's time, he has paid a big and very long price!"
620914834503278592,Tue Jul 14 11:16:47 +0000 2015,"""@Marta_AQT4U: Obama - just retire I'm ready for a real Leader !! #Trump2016 @realDonaldTrump Please Hurry up and Get to The WHITE House !"
620915204885487616,Tue Jul 14 11:18:15 +0000 2015,"""@LeeEllmauerJr: LEGAL Latino Immigrants talk to me in factories &amp; warehouses. Want to know why OBAMA to give AMNESTY? They did it RIGHT!"""
620915312972681216,Tue Jul 14 11:18:41 +0000 2015,"""@Zimbo251: @realDonaldTrump @greta Go Donald! Show them what a real man is!"""
620939800888127488,Tue Jul 14 12:55:59 +0000 2015,"Ford is MOVING jobs from Michigan to Mexico AGAIN! http://t.co/TgVQ1458AJ As President, this will stop on Day One! Jobs will stay here."
620946792184705025,Tue Jul 14 13:23:46 +0000 2015,Matt Harvey @Mets -- Don't let the @NYDailyNews get you down---nobody reads it. Play well.
620950955073388544,Tue Jul 14 13:40:19 +0000 2015,A nation without borders is no nation at all. We must build a wall. Let’s Make America Great Again! https://t.co/u25yI5T7E8
620957579729084416,Tue Jul 14 14:06:38 +0000 2015,I can't believe that President Obama isn't able or willing to make just one phone call to the family of Kate Steinle.Come on Pres-MAKE CALL!
620966492667047936,Tue Jul 14 14:42:03 +0000 2015,Response to Hillary Clinton- http://t.co/nzYfehyURa
620971054442397698,Tue Jul 14 15:00:11 +0000 2015,Who do you want negotiating for us? https://t.co/WASlyxbG1j
620973281152208896,Tue Jul 14 15:09:02 +0000 2015,"Getting ready to land in Charlottesville, Virginia, at Trump Vineyards, another job producing development that I bought and made AMAZING!"
620973741900726272,Tue Jul 14 15:10:51 +0000 2015,"""@kavemanrj  @realDonaldTrump Amazing work trump! I believe you will do the same for our country."""
620994157004357632,Tue Jul 14 16:31:59 +0000 2015,We are no longer silent. We are energized &amp; ready to take our country back. Let’s Make America Great Again! https://t.co/u25yI5T7E8
621000497974149120,Tue Jul 14 16:57:11 +0000 2015,"""@Britinnv @realDonaldTrump Would the people of US prefer a liar @HillaryClinton or a man that speaks the truth and facts!! No Brainer hey!"""
621055976175706112,Tue Jul 14 20:37:38 +0000 2015,Via The Hill: Trump Tops National Poll for Second Straight Week  http://t.co/s6nxfqdSQs
621121953060024320,Wed Jul 15 00:59:48 +0000 2015,"""@AProudRebel: @realDonaldTrump HIGH NUMBERS SHOW DONALD TRUMP IS BEATING HIS RIVALS IN THE POLLS, GO TRUMP, TRUMP NATION."""
621127518398083072,Wed Jul 15 01:21:55 +0000 2015,"""@AnnCoulter:  I think DonaldTrump has struck a cord! 30,000 MACY’S CUSTOMERS RETALIATE IN SUPPORT OF DONALD TRUMP http://t.co/0QNLGESdju"""
621200439439163392,Wed Jul 15 06:11:40 +0000 2015,"""@ben_techpro: It's way worse than we know.Just read @AnnCoulter #AdiosAmerica-be educated!! #MakeAmericaGreatAgain https://t.co/atRmfrr6lZ"""
621200878045937664,Wed Jul 15 06:13:25 +0000 2015,"""@AnnCoulter: AMAZING press conference by @realDonaldTrump w/ parents of kids killed by illegals."
621330950258061312,Wed Jul 15 14:50:16 +0000 2015,.@BradSteinle Thank you for yr wonderful tweet of July 4. I wanted a little time to go by before calling. Your sister &amp; family are amazing.
621333806511955968,Wed Jul 15 15:01:37 +0000 2015,Why do people listen to clown @KarlRove on @FoxNews? Spent $430M &amp; lost all races—a Bushy!
621333869422346240,Wed Jul 15 15:01:52 +0000 2015,".@FoxNews should not put @KarlRove on—he has no credibility, a bush plant who called all races wrong."
621336220421984256,Wed Jul 15 15:11:13 +0000 2015,""".@PolitiTrends @realdonaldtrump is dominating the discussion on Twitter with 79352 mentions today (via http://t.co/nexlCVB8ml )"""
621409383705133056,Wed Jul 15 20:01:56 +0000 2015,.@StephenBaldwin7 You were fabulous on CNN last night--I greatly appreciate your support.  Best wishes.
621422076478492676,Wed Jul 15 20:52:23 +0000 2015,"""@ReevesMH  it's been a long time since I've been excited about a candidate. How refreshing to have a bold voice. Go Trump!"""
621424671452463104,Wed Jul 15 21:02:41 +0000 2015,"""@UncleLouie Clearly Trump gets social media. His tweets are everywhere &amp; no sugar coating, he keeps it real. Wish all candidates did that"""
621616289828745216,Thu Jul 16 09:44:07 +0000 2015,"""@HoustonWelder: Donald Trump is one of the sexiest men on this planet. Every woman dreams of a good man who tells it like it is."" So true!"
621622877092249601,Thu Jul 16 10:10:17 +0000 2015,"Irrelevant clown @KarlRove sweats and shakes nervously on @FoxNews as he talks ""bull"" about me. Has zero cred. Made fool of himself in '12."
621624949179068416,Thu Jul 16 10:18:31 +0000 2015,"I hear @pennjillette show on Broadway is terrible. Not surprised, boring guy (Penn). Without The Apprentice,  show would have died long ago."
621668102275731456,Thu Jul 16 13:10:00 +0000 2015,I loved firing goofball atheist Penn @pennjillette on The Apprentice. He never had a chance. Wrote letter to me begging for forgiveness.
621669173534584833,Thu Jul 16 13:14:15 +0000 2015,I hope the boycott of @Macys continues forever. So many people are cutting up their cards. Macy's stores suck and they are bad for U.S.A.
621673904122294272,Thu Jul 16 13:33:03 +0000 2015,"""@joshdronzek  @realDonaldTrump @Macys GO TRUMP"""
621681195315822592,Thu Jul 16 14:02:01 +0000 2015,".@andydean2014 Thank you, you were great. You can defend me anytime. Amazing job."
621692354685202432,Thu Jul 16 14:46:22 +0000 2015,.@BradSteinle Great talking to you and your parents—fantastic people. Keep your sister’s very important memory alive—big impact!
621696302800371712,Thu Jul 16 15:02:03 +0000 2015,.@FoxNews You shouldn’t have @KarlRove on the air—he’s a clown with zero credibility—a Bushy!
621696429749325825,Thu Jul 16 15:02:34 +0000 2015,.@KarlRove wasted $400 million + and didn’t win one race—a total loser. @FoxNews
621701004254388225,Thu Jul 16 15:20:44 +0000 2015,"""@MichaelPlu @realDonaldTrump @Macys we never shopped at Macy's anyway &amp; will now encourage three daughters not to as well"""
621733667690430464,Thu Jul 16 17:30:32 +0000 2015,"""@RasmussenNews @weeklystandard  Yea, but you know the only problem I see? The Donald is the ONLY one willing to tell it like it is!!"""
621733784023638016,Thu Jul 16 17:31:00 +0000 2015,"""@pbstwo @RasmussenNews @realDonaldTrump @weeklystandard. And the Donald owes NOTHING to lobbyists."""
621734516764344320,Thu Jul 16 17:33:54 +0000 2015,"""@ChanRogers I literally give a fist pump when I see @realDonaldTrump tell things the way they are &amp; calling out those with no credibility"""
621735115895517184,Thu Jul 16 17:36:17 +0000 2015,Thank you. https://t.co/iGNIDSqlfZ
621736275683446784,Thu Jul 16 17:40:54 +0000 2015,They are great people! https://t.co/7RTinwz1a8
621738359988310017,Thu Jul 16 17:49:11 +0000 2015,"""@ChristianInst @MorenoDadKC @BarbaraGarro The Democratic party has never given latinos anything! Just manipulate them through Univision."""
621739157698834433,Thu Jul 16 17:52:21 +0000 2015,"""@danforc  as a legal immigrant I'm so glad someone standing up for us, the millions who do things by the book to earn our place here"" Thx"
621750026155487234,Thu Jul 16 18:35:32 +0000 2015,Via @BreitbartNews by Steve Bannon: “‘TIME TO GET TOUGH’: TRUMP’S BLOCKBUSTER POLICY MANIFESTO” http://t.co/rrRd7AkFED
621750471187935232,Thu Jul 16 18:37:18 +0000 2015,Is this true about Univision and Fusion? Wow!?!  http://t.co/y7nd9BziBP
621752582122434560,Thu Jul 16 18:45:41 +0000 2015,"“30,000 MACY’S CUSTOMERS RETALIATE IN SUPPORT OF DONALD TRUMP”  http://t.co/vL4ifAkxRt via @BreitbartNews by @ASwoyer"
621754009460850688,Thu Jul 16 18:51:22 +0000 2015,Via @FSMtweet: “Trump is Right: Illegal Alien Crime is Staggering in Scope and Savagery” http://t.co/najLkku1zE
621754604028624896,Thu Jul 16 18:53:43 +0000 2015,Via @TIME by @ZekeJMiller: “Trump Talks Politics at His Virginia Winery” http://t.co/h3eIc4mgu3
621758815277588480,Thu Jul 16 19:10:27 +0000 2015,"FLASHBACK – “Donald Trump Blasts Obama for Failing to Secure Christian Pastor’s Freedom in Iran""  http://t.co/AwCVNdzyry via @theblaze’"
621761403825860608,Thu Jul 16 19:20:45 +0000 2015,No deal is better than a bad deal. America out negotiated again.  #Iran
621768615520440321,Thu Jul 16 19:49:24 +0000 2015,"Dopey @Lawrence O’Donnell, whose unwatchable show is dying in the ratings, said that my Apprentice $ numbers were wrong. He is a fool!"
621769901691113472,Thu Jul 16 19:54:31 +0000 2015,"The worst show in Las Vegas, in my opinion, is @pennjillette. Hokey garbage. New York show even worse!"
621770572108795905,Thu Jul 16 19:57:10 +0000 2015,The Iran deal poses a direct national security threat. It must be stopped in Congress. Stand up Republicans!
621771929570148352,Thu Jul 16 20:02:34 +0000 2015,Leaving for New Hampshire now. Making a speech—packed house.  Love it!
621772160839905281,Thu Jul 16 20:03:29 +0000 2015,We need leaders who can negotiate great deals for Americans. It is common sense. Let’s Make America Great Again! https://t.co/u25yI5T7E8
621772953596727296,Thu Jul 16 20:06:38 +0000 2015,"More Bush cronyism – “Jeb Bush and the Common Core Money Trail”
  http://t.co/SbeHmuQJak It’s the Bush way!"
621778112100106240,Thu Jul 16 20:27:08 +0000 2015,"“No government ever voluntarily reduces itself in size. So governments' programs, once launched, never disappear.” – Ronald Reagan"
621778553001086980,Thu Jul 16 20:28:53 +0000 2015,"CNN: ""New GOP polls show Trump's favorability is up"" http://t.co/lEBOJST9dA
@MichaelCohen212"
621780913161113600,Thu Jul 16 20:38:16 +0000 2015,"The thousands of people that showed up for me in Phoenix were amazing Americans. @SenJohnMcCain called them ""crazies""--must apologize!"
621781334592241665,Thu Jul 16 20:39:56 +0000 2015,.@SenJohnMcCain should be defeated in the primaries. Graduated last in his class at Annapolis--dummy!
621783444083884037,Thu Jul 16 20:48:19 +0000 2015,.@GovernorPerry just gave a pollster quote on me. He doesn't understand what the word demagoguery means.
621783757532626944,Thu Jul 16 20:49:34 +0000 2015,.@GovernorPerry failed on the border. He should be forced to take an IQ test before being allowed to enter the GOP debate.
621787043748823040,Thu Jul 16 21:02:38 +0000 2015,Thoughts and prayers to the families of the four great Marines killed today.
621978771156008960,Fri Jul 17 09:44:29 +0000 2015,Get rid of gun free zones. The four great marines who were just shot never had a chance. They were highly trained but helpless without guns.
621979974556381184,Fri Jul 17 09:49:16 +0000 2015,"""@GotMade: @realDonaldTrump @JohnMcCain Trump speaks the truth about foolish leaders negotiating and you hate the truth McCain"""
621980726137913344,Fri Jul 17 09:52:15 +0000 2015,"""@Tamaralynn212: @RWSurferGirl  @realDonaldTrump The whole Gov. needs to be remodeled, he's the man for the job. I'd love to see him Prez."""
622082571816538112,Fri Jul 17 16:36:57 +0000 2015,I had thousands join me in New Hampshire last night! @HillaryClinton had 68. The #SilentMajority is fed up with what is going on in America!
622096255083261952,Fri Jul 17 17:31:19 +0000 2015,Looking forward to speaking at the @ARGOP Reagan-Rockefeller Dinner tonight! Record crowd. We are no longer silent! #MAKEAMERICAGREATAGAIN!
622096413149802496,Fri Jul 17 17:31:57 +0000 2015,MILITARY LIVES MATTER! END GUN FREE ZONES! OUR SOLDIERS MUST BE ABLE TO PROTECT THEMSELVES! THIS HAS TO STOP!
622096536504107008,Fri Jul 17 17:32:26 +0000 2015,We will no longer be silent. We can take our country back! Let’s Make America Great Again! https://t.co/u25yI6aIvG
622105933506809856,Fri Jul 17 18:09:47 +0000 2015,"Via @AP March,2013: Jeb said “he was open to…pathway for citizenship for illegal immigrants” http://t.co/zeEKCFXroE Lying on campaign trail!"
622106025831866368,Fri Jul 17 18:10:09 +0000 2015,“Donald Trump was proven right on another one of his top issues Thursday: 'gun free zones' at military bases.” http://t.co/x1swUrw8l1
622106109000712192,Fri Jul 17 18:10:29 +0000 2015,"“God's word is the same, yesterday and today and a million years from now.” - @Franklin_Graham"
622119471424143360,Fri Jul 17 19:03:35 +0000 2015,Via @BreitbartNews- http://t.co/IKP5DSD5nY
622119695844536321,Fri Jul 17 19:04:28 +0000 2015,Via @WashTimes by @dsherfinski http://t.co/hVNrE2XVWw
622119926749351937,Fri Jul 17 19:05:23 +0000 2015,Via @TPInsidr http://t.co/8Habr989Yw
622160499183091712,Fri Jul 17 21:46:36 +0000 2015,Response to Huffington Post- http://t.co/WxwQWHIgOO
622229432149934082,Sat Jul 18 02:20:31 +0000 2015,.@genesimmons really great job handling the wise guys --- so easy for you--- such talent! I won’t forget.
622230585025646592,Sat Jul 18 02:25:06 +0000 2015,".@genesimmons,
 
Amazing!
 
Thank you.
 
 http://t.co/kCP39adNvR"
622251895352983552,Sat Jul 18 03:49:47 +0000 2015,"""@nonstop85716: @realDonaldTrump.I am always on the road. I am gonna do the absentee ballot thing in the primary's and Mr Trump has my vote"""
622251935077265409,Sat Jul 18 03:49:56 +0000 2015,"""@JCippy: @realDonaldTrump for our next President !!"""
622253760023138304,Sat Jul 18 03:57:11 +0000 2015,"""@amandajoan40: This is the first time in my adult life that I have been excited about an election #Trump2016 #TrumpForPresident"""
622254149845975040,Sat Jul 18 03:58:44 +0000 2015,"""@JoeyCarna: @realDonaldTrump if you don't win I'm moving to Europe."" We will all win together!"
622254608790847488,Sat Jul 18 04:00:34 +0000 2015,"""@BillyParker03: @realDonaldTrump The @BillAndMoShow has your back! TRUMP FOR PREZ!"""
622254725749063680,Sat Jul 18 04:01:02 +0000 2015,"""@SteveMullaney1: @realDonaldTrump has all of my support!!"""
622255108642897920,Sat Jul 18 04:02:33 +0000 2015,"""@jimlibertarian: @realDonaldTrump @nonstop85716 it doesn't matter how you vote for Donald, just remember to vote Donald Trump for POTUS"
